Description,Commenting,Ogling,Groping
male peopl usal stare girl wear short dress,0,1,0
whistl men roam bike,0,0,0
sister friend attack rape way home friend hous near balnawa hotel bus stop afraid report polic,0,0,0
pm outer area greater noida veri unsaf,1,0,1
mother chain snatch near hous men thought knew report polic blame wear gold,0,0,0
wit chain snatch abus situat wherein woman push away verbal abus also chain snatch ran away befor anybodi could stop,0,0,0
brother friend teas peopl walk main street like,1,0,0
known man long time famili friend ths even home alon forc,0,0,0
someon travel frequent even unknown place alway conscious surround even delhi rape incid ive face innumer instanc sexual harass much hate admit start get use one incid realli stay memori still rememb face smile incid happen six month ago ( mid ) get home earli dinner pm took rickshaw back lokhandwala travel five minut soon got rickshaw two men bike nearbi start follow rickshaw hoot catcal tri best ignor obvious make feel uncomfort could final couldnt take anymor look straight eye gave deathlook respond leer give lecher smile ever seen still give chill rememb incid,0,1,0
live mumbai month shop along colaba causeway man grab bum talk salesman turn around elbow back shout didnt budg kept walk like everyon els noth els,0,0,1
ill manner behaviour bus n metro,0,1,0
best bus,0,0,1
dad come pub come home beat mum sex watch sleep houe ith,0,0,0
intent inappropri touch,0,0,1
report experi friend walk bus stand everi morn catch morn bus offic way often come across middl age men ogl women time occasion budg elbow tri touch pleas avoid walk pavement,0,0,0
guy scooter,0,0,1
freind sit one guy first look us start take pictur,0,0,0
boy bike whistl,0,0,0
comment touch grope,1,1,1
live far schoolwhil come school boy teas made uncomfort depress,1,1,0
make comment make nonsens facial express,1,1,0
follow,0,0,0
harass,1,0,0
man wallk girl greet hand refus let go start rub suggestivelylook suspici girl took toward main road leav man click,0,1,0
bus man sit front tri click pictur mobil phone ladi sit next shout see,0,0,0
get station guy push bodi tri touch indec,0,0,1
bus year ago seat next occupi man tri touch thigh everi utter horrifi one moment actual grab thigh rais voic becaus bus crowdedth bus travel juhu andheri west,0,0,1
random guy comment left,1,0,0
bus man grope,0,0,1
walk cousin road mani men stare small sister around ignor walk along act like never happen,0,0,0
travel dtc bus colleg hour even face stupid comment,1,0,0
man whistl,0,0,0
men stalk amp abus girl,0,0,1
month ago touch public area way colleg look behind person alreadi fled away,0,0,1
take pictur,0,0,0
stalk ogl,0,1,1
shown indec gestur,1,1,0
micro bus seat standth conductor touch back unusu,1,0,1
street ill lit infam huge group peopl two wheeler pose threat peopl walk,0,0,0
veri similar incid happen bandra station grope man tri climb stair bandra west grope mingl crowd,0,0,1
harass,1,1,0
move along street boy start assult facial express begin got repli start use verbal mean whe still not get ani repli stare comment quot ohh beauti girl like dumb deafquot,0,1,0
man constant stare give cheap express train goa delhi,0,1,0
three men tell follow home ran away,0,0,0
misbehav,0,0,1
boy comment scooti,1,0,0
went toi market shop businessman forc sex shout help,0,0,1
notori especi dure beggar ladi gent could veri aggress beg solicitonc got harass black giant ladi kept insist person detail kept mock languag appear etc minut final got rid walk locat time old beggar also make lot nuisanc cigarett money though not much ladi abov,1,0,1
dure afternoon guy continu stare budg even though warn,0,1,0
incid took place afternooni mother person start comment want scooti ride,1,0,0
whistl call assum,0,0,0
boy comment ass drop friend,1,0,0
man seen squeez girl corner forc touch,0,0,1
near school look inappropri manner,1,1,1
boy outsid sunday market made sexual invit toward friend even follow certain distanc disappear friend ignor veri common area,0,0,0
group guy whistl beach,0,0,0
two boy take pic girl bus stand,0,0,0
happen morn,1,1,0
stand corner road flower seller make unusu express felt bit weird move away quick,0,1,0
catcal touch comment chain snatch afternoon,1,0,1
travel train delhi bhopal one guy sit upper berth gave indec look whistl make face,0,0,0
happen morn happen onc week,1,0,1
whistl comment unwant thing walk road,1,0,0
go church friend otiend guy stood fronth show us peni,0,0,0
one girl know sexual harass use go best friend home notic best friend cousin girl know intent alway consid brother one day brother call girl say best friend sickso reach home veri soon reach home nobodi home except brother serv glass juic went unconsci rape,0,0,0
cross road car boy cross realli close hit stand footpath,0,0,0
teas go watch movi,1,0,0
boy time,1,0,0
salon hair salonist busi watch porn loud speakerthey even imit sound style,1,0,0
veri poor street light area,0,0,0
boy touch face,0,0,1
comment tea stall owner outsid colleg,1,0,0
follow catcal,0,0,0
realli bad,1,0,1
pass man remov trouser show peopl privat part,0,0,0
lost wallett night,0,0,0
bunch guy kept star min thus make feel uncomfort,0,1,0
met men way school start talk say beauti good breast,1,0,0
comment touch bus dure even,1,0,1
rape man infect hiv/aid,0,0,0
third person touh money,0,0,1
go colleg fir exam man bike call show privat part shout immedi ran away,0,0,0
threaten make inappropri convers ( threaten one ) happen afternoon,1,0,0
one known girl told folloewd one boy last mint help,0,0,0
boy bike start comment,1,0,0
one coupl walk road near polic station one stranger guy mistak push boyfriend fight girlfriend lie polic stranger sexual harass polic punish stranger,0,0,0
even boy comment,1,0,0
go master class student pass comment amp stare way make us uncomfort,0,1,0
take pictur,0,0,0
happen near bus stop men start harass friend,0,1,0
comment,1,1,0
walk bus park area man look porter comment,1,0,0
happen almost everywher,1,1,0
stalk follow till home tution dure even hour,0,0,0
man follow comment cloth walk continu walk ahead,1,0,0
call sexual invit even creepi person,0,0,0
involv attemp rape sent buy food road side man stop touch,0,0,0
guy stare teas boudha stranger,1,0,0
colleagu offic use stare,0,1,0
young lawyer commut crowd buse push grope hate travel buse,0,0,1
men stand near truck shed behind main road petrol pump abus women get drunk even comment women pass area stop use road,1,0,0
dure afternoon travel general compart continu touch,0,0,1
friend go friend hous follow stranger,0,0,0
one sentiment echo visual challeng women feel unsaf travel handicap compart local train men often tri touch us inappropri glad atleast websit express bad feel toward sexual harass face almost everyday travel local train mumbai,1,1,1
visit jain templ palitana wander rest companion take pictur guard follow one dark inner templ grab breast panick push ran away quick report incid shock,0,0,1
mother follow sexual harass man took dog walk,1,1,0
two young boy whistl girl go back work,0,0,0
realli bad,1,1,0
harass almost everywher,0,1,1
mother chain snatch crowd market one came forward help,0,0,0
man touch wrong way,0,0,1
notic guy follow metro station coloni entranc scare know becaus tell home blame,0,0,0
follow school boy sanjay camp,0,0,0
repeat call bayot pedicab driver week,1,0,0
man made touch privat elev,0,0,1
follow man hospit,0,0,0
boy stand outsid school stare pass lewd comment us happen almost everyday school hastsal,1,0,0
teas random men,1,1,0
dure even hour girl verbal assault guy,1,0,0
report submit safewatch,0,0,0
teacher beat girl buttock,0,0,0
onc walk road ( area ) guy tri chase follow,0,0,1
sit bus person sit besid touch waist get know intent slap tight twice neck went move bus,0,1,1
guy alway teas girl dure especi dure morn hour act innoc complaint regist,1,1,0
friend follow men,0,0,0
comment whistl local boy,1,0,0
helpless,0,0,0
comment pass continuouslyit happen / / even,1,1,0
comment veri common,1,1,0
group boy comment tri disturb ani possibl way,1,0,0
stalk comment,1,0,0
man eve teas compart,1,1,1
metro guy continu stare amp make uncomfort,0,1,0
helloi frequent travel mumbai local train like mumbai women take harbour line train goe mahim cst seen mani time pm train get empti presenc rpf personnel railway look increas secur rout,0,0,0
go institut two boy comment stalk day,1,0,0
one day group boy wear sing song girl raoad n girl feel n ran fast,1,0,0
boy catcal whistl comment,1,0,0
two young guy stalk busi road,0,0,0
rape men wed attend lock room left never muster courag tell anyon wed near balaji chowk,0,0,0
women harass,1,0,0
go class morn boy corner side road walk toward show genit felt awkward know react,0,0,0
friend got indec proposit quotwhat appquot person known meet park,0,0,0
availabilti street light unsaf women even dure day light,1,0,0
men alway ogl us,1,1,0
bunch men comment touch friend,1,0,1
road bad pass given got irrit ignor thereaft,0,1,0
,1,0,0
one boy bus indec exposur felt uncomfort,0,0,0
night man click pictur friend follow us till bandra,0,1,0
two guy motorcycl snatch chain woman,0,0,0
guy comment,1,0,0
chain snatch comment touch even,1,0,1
guy made gestur,1,1,0
happen friend around month back way colleg morn boy comment,1,0,0
sit wait hall wait train arriv boy sit opposit gave certain vulgar express,0,1,0
teacher beat student,0,0,0
subject touching/grop various time mylapore/mandav area onc around pm even near cp ramaswami rd man bike grope butt within next one week type incid took place dr ranga road area around nageshwara park also not safe girl walk get dark girl subject lot catcal commentingth one incid never forget chitrakulam north street mylapor guy actual forc kiss not even th standard,0,0,1
man follow evrywher evrytimepeopl say mad suspect,0,0,0
guy whistl make indec comment,1,1,0
men follow school upto hous told take away,0,0,0
walk old man touch back inappropri place,0,0,1
harass,1,0,0
receiv messag whatsapp today unknown number ask person identifi themselv guy say saw bank cr park pick number form submit bank said colleg student want speak send pictur random messag call quotdearquot etc respond ani messag one messag identifi freaki goto bank almost everi day know person,0,0,0
misbehav,1,1,1
misbehav,0,0,0
main junction gandhipuram lead cross cut road one busiest road coimbator lot femal friend said touch inappropri cross junction,0,0,1
return colleg guy follow ask number gave still tri touch cri loud went away,0,0,0
walk go market boy follow slap butt ran leav embarass,0,0,1
one fren go shop saw mani group boy boy tach girlsh alon n scare frm n save,1,0,0
saw street boy harass girl seem scare run avoid help scold street boy,0,0,0
boy comment morn,1,0,0
one boy tri touch bublic transport,0,0,1
pass narrow path get cyber caf bus terminus man stand entranc put big headphon stare undtil becam uncomfort excus pass ogl said quotkaribu mremboquot mean quotwelcom beautifulquot,0,1,0
men touch grope,1,0,1
noon time want go wadala dadar stand roadsid wait taxi come five garden area one man bike came closer ask road petrifi see zip open erect peni scream start run scari annoy experi,0,0,0
catcal comment ogl touch dure afternoon,1,1,1
catcalls/whistl,1,0,0
guy wear take pictur friend,0,0,0
went friend toward rajiv chowk metro boy initi follow us till destin afterward park one boy group came hold hand forc,0,0,1
three boy comment say beauti start laugh,1,0,0
veri dark area near metro station regular incid sexual harass take place,0,0,0
take pictur,0,0,0
rain heavili vehicl bus station person car stop stage driver told two girl board car taken karura forest rape,0,0,0
comment stalk,1,0,0
woman get onto train,0,0,1
man kept hand shoulder,0,0,1
one night went school near hous readon return home met boy tri court show interest grab tri rape thank god passerbi rescu,0,0,1
travel crowd public bus one man push back even ask stop later touch back continu stop bus walk,0,0,1
sit bus stop everi singl day bus quit desert veri peopl mani time men come bike jeer cat call make horribl sexual remakrk onc guy rode bike start take pictur duck recent walk even around not quotlatequot span minut two auto driver drove middl full traffic made disgust remark,1,1,0
incid took place go home dwarka saw two boy comment take pictur girl,1,0,0
show bad facial express boy show bad rough kind express,0,1,0
morn stand bus stopa guy stare unappropri manner tri touch hand part,0,0,1
boy comment disturb,1,0,0
exam reach busstop boy charg face express,0,1,1
boy tri take breast pictur,0,0,0
boy school send obscen messag sleep follow,0,0,0
boy touch ladi,0,0,1
veri awkward spoke,1,0,0
harass,0,0,1
girl near yrs old come job borivali railway station store keeper stalk,0,0,0
morn lost wallet,0,0,0
comment pictur taken even,1,1,0
man beat littl girl brutal,0,0,0
bad street light sohna gurgaon highway,0,0,0
walk home ftom school guy cycl come toward hit chestcom back samei tri run fail twicei,0,0,1
metro total unsaf girlsi travel metroa boy intent take pictur girl pass comment themi wit pm ( coach time ),1,0,0
call name group guy neymol stupa leh,0,0,0
go flat boy kamla nagar make group comment girl physiqu allit happen afternoon,1,0,0
subject catcal,1,1,0
touch inappropri touch watchman,1,1,1
go back place visit friend go ticket counter way goon kind peopl sit bike pass comment us,1,0,0
saw young man harras school girl touch bodi,0,0,1
cheap peopl pass comment stare attempt grope,1,1,1
friend go colleg comment boy stand happen hii block madangir,1,0,0
comment amp chain snatch,1,0,0
hang friend bunch guy start catcal us,0,0,0
middl age man alway sit neighbourhood alway shout name pass road,1,1,0
need go polic station file case famili matter took auto rickshaw front hous went hous goup peopl sit stand person stop auto rickshaw place group rickshaw stand one poke finger back get rickshawth person taken auto rickshaw sexual harass kollam hospit father took auto richshaw twiceh also open door need chang cloth scani not complaint bec wish public imag went near stand father told wait till camebut told father person not right let take auto rickshaw not give fee get near not good condit expos privat part wear condom not recogn bec poor vision also blurr vision even spectacl meand fit never think even father would done thata exploit,1,1,1
one night come back home famili middl street one boy use abus word sister famili took action sister felt veri un easi,1,0,0
uncl shop tri rub privat bodi,0,0,1
around month back boy follow afternoon,0,0,0
kalyan maharashtra sunday th jan,0,0,0
age yearstyp harassmenttak pictur picnic ( day time ),0,0,0
one friend purpos reject blackmail tortur send letter written blood,0,0,0
dure even pass nithari guy start comment make weird facial express,1,0,0
boy tri pull car,0,0,0
men seat next railway line opposit human need centr kept call one teenag girl pass sex,0,0,0
constant comment stare metro station dure even night,1,1,0
take bus andheri ghatkopar though sit ladi seat get bus men actual touch tri lean mani women think whi best conductor bus allow women get specif door men door end bus atleast keep strict vigil passeng get bus,0,0,1
guy made foul comment,1,0,0
live apart balconi overlook small side road small empti plot alongsid sideroad like step balconi morn enjoy cup tea morn rough around ish quotgentlemanquot arriv scooter goe empti plot drop pant start masturb guess doe onli someon one outsid balconi unabl enjoy morn beauti balconi becaus derang personi take child park onc crowd front icecream stand men age late teen brush women quit innocuouslyif walk back alon even everi chanc group boy decid harmless fun walk behind comment intimidatingtrivandrum not great place live,1,1,0
friend teas bunch men,1,0,1
onc travel bus way alibaug place sit stand final got small space next man sit sat veri tiredbut man touch veri intent veri wrong way final chang posit,0,0,1
roam friend guy follow us made weird face dure afternoon hour,0,1,0
go gym guy comment,1,1,0
comment passer arround walk street,1,1,0
alcohol shop local group boy resid banganga stare girl walk back home mental harass around everyday pm night,0,1,0
road go market met group boy way start touch,0,0,1
walk back home friend hous pm follow guy bike pass weird comment ignor walk fast stop bike front caught hand push away ran hous,1,0,1
group students/young boysthey make indec comment clothingit took place even afternoon,1,0,0
studi class one teacher propos ill intent although marri told mom report princip later school took action fire,1,0,0
group young guy comment group girl parentsit happen night,1,0,0
man misbehav market one help,1,0,0
boy want girlfriend refus one day pass approach told gotten anoth girl beauti,1,0,0
whistl kiss action,0,1,0
go friend place boy street start follow us sing obscen song friend turn back shout laugh us first went away,0,0,0
harass,0,0,1
come back hometown dure afternoon touch ass random guy,0,0,1
pass comment catcal indec exposur touch privat part,1,1,0
boy whistl stare friend roam around,0,0,0
metro station shown bad gestur ignor,0,0,0
harass byculla station,0,0,0
touching/grop comment ogl sexual invit,1,1,1
happen afternon even night,0,0,0
guy misbehav ogl stare,0,1,0
guy masturb car clear make show happen dure afternoon hour,0,0,0
pinch butt,0,0,1
friend walk crowd station man pass spank hard butt got terrifi ran away,0,0,1
catcalls/whistl comment ogling/faci express take pictur touching/grop,1,1,1
comment ogl touch sexual invit,1,1,1
walk across platform enough space walk past well suit man touch breast walk past even realis itcharni road station platform,0,0,1
friend go area sudden boy car intent ask us free join ride,1,0,0
guy tri follow,1,0,0
guy tri talk unnecessari bus,1,0,0
bad light area,0,0,0
one veri good friend even though doe not go school told seen girl love girl keep deni propos date himaft time told doe not girl one els would one fate night went caught girl come back even studi rape uncomplet build,0,0,1
misbehav,1,0,0
old man held wrist forcibl tri forc ran away happen even balaji chowk,0,0,1
one male employe rape work hour guy taken away fake polic offic intent interrog taken away outskirt citi rape gunpoint,0,0,0
victim sexual harass walk road man bike hit hip bad went away,0,0,1
constant stare happen sever occass,0,1,0
follow,0,0,0
man pass train squeez breast train slow,0,0,1
harass,0,0,0
whistl back,0,0,0
pull amp hold kiss grope,0,0,1
guy take pictur without permiss,0,0,0
man came push touch chest tight,0,0,1
go terrac build exercis everi morn build away one guy keep stare wave hand look realli ignor first thought binocular hand get close look mine know handl realli hurri finish work start day pleas guid suggest done,0,1,0
girl rape recentlyguard also bribe night not safe,0,0,0
young lawyer commut crowd buse use push around grope realli hard experi start hate travel buse,0,0,1
buse peopl tri touch,1,0,0
saw guy call girl sexual pleasureh whistl comment alsoit happen even,1,0,0
neighbour mine serious beaten class six becaus refus sex classmat,0,0,0
stay kurnool c camp one back one guy frequint call mehe say im ur lover u onli wise u see ani guy u murderd u k dn getsir help studi prblmedthat guy pls help sir woreest guy societi,1,0,0
not singl reason,1,1,1
saw girl harass boy travellin bus pokhara boy whistl girl sing song,1,0,0
comment way,1,0,1
subject cheap comment song travel public place dure even,1,0,0
two girl teas flirt group stranger road,1,0,0
misbehav,1,1,1
misbehav,1,0,0
come shop man sell electron urin railway line call look ignor report mum warn doe not listen,0,0,0
go grandpar home train person tri take pictur,0,0,0
drunk boy tri bulli girl,1,0,0
guy use bad languag girl happen dure afternoon,0,0,0
friend surround boy annd could not escap metro station aunti interven rescu,1,1,1
boy held hand,0,0,1
due poor street light group boy comment stalk girl,0,0,0
physic abus ( hold breast ) insid bus nobodi anyth help pain,0,0,1
moira coutorim road,0,0,0
throw water ballon dirti water girl dure holi target privat part,0,0,0
incid took place afternoon hour area fill pathet peopl,1,1,0
eveteas whistl comment,1,0,1
incid took place afternoon lajpat nagar marketgroup guy take pictur group girl someth marker,0,0,0
eve teas,1,0,0
neighbor want sex noon home come show differ gestur,0,0,0
group guy comment come back colleg,1,0,0
guy comment slap one,1,1,0
group guy behav veri bad girl sit ladi compart metro happen dure afternoon,1,1,0
hoard boy surround made difficult pass walk,0,1,0
stand two friend societi notic boy continu stare us sudden notic not wear pant us ran away,0,1,0
comment cloth,1,0,0
continu stare bad way afternoon,0,1,0
guy block way back home gave dirti look ask name,1,1,0
sent shop approach shop saw man touch girl breast,0,0,1
feel uncomfort peopl smoke bidi cigarett footpath,0,0,0
regular even walk guy start follow start click pictur pass inappropri comment,1,0,0
friend went nearbi societi meet friend comment man walk not accept abl,1,0,0
one day go shop saw boy laught look wonder laugh boy approach start remov cloth screem loud rescu passersbi,0,0,1
guy weer comment,1,0,0
men bike made sexual invit toward broad day light peopl around bus stop one stop blame lal kuan veri unsaf like live,1,0,0
catcal,1,1,0
incid took place kishan ganj railway platform afternoona boy stare girl continu make face pass comment,1,1,0
group boy comment,1,0,0
friend went visit mutini memori near north campus dure afternoon guy came near us made inappropri indec comment,1,0,0
particular place first time wait hail cab almost everi man street start act like kind kinki thing not human whistl comment pictur taken bodi humili bad day measur need taken make area safe women travel,1,0,0
feel unsaf travel alon incid happen (,1,0,0
harass metro feeder bus,0,1,0
go shop found two boy way call refus start chase,0,0,0
friend tuition teacher use touch ask come hous alon,0,0,1
stand bandra station wear red sleeveless top men arriv train whistl stare comment shirt figur,1,1,0
survey carri safec ( red dot foundat ) along safeti audit street market mumbai,1,1,1
walk road group boy teas girl pass whistl sing song teas girl,1,0,0
along three friend return parti two boy teas us sing comment us ignor follow us one even pull friend hair carri brick road threaten,0,0,0
boy comment metro,1,0,0
year old girl play templ friend time disappear hour got rape,0,0,1
stay sindhi coloni sion west opposit old sie colleg notic middl age look beggar lungi stand footpath near sie colleg sing kawwali someth week back saw stand footpath sie colleg sing actual tri block group girl hand sing like whi student complain colleg secur anyon see guy first time could pass madman seen move sing opposit footpath colleg near colleg gate hope action taken befor untoward incid happen,1,0,0
girl deep asleep room pm unknown person enter rape hersh report morn man threaten knife,0,0,0
sister physic abus street boy,1,0,0
touch indec exposur,0,0,1
walk two friend man men seat soweto bridg call us refus start insult us tell us bad appear like grandpar,1,0,0
guy misbehav pass loos comment,1,1,0
cat call comment pictur taken,1,0,0
peopl especi boy gaze comment roadsw general ignor becom height,1,1,0
public transport girl misbehav boy,0,0,1
obsev mani antisoci element like peopl use place loo smoke drink etc,0,0,0
year old child maid man use harrass repeat final rape,0,0,0
come north campus metro stare man brush elbow breast,0,0,1
teacher beat student,0,0,0
incid took place gtb metro station inn eveningi board vehicl guy take advantag crowd tri grope,0,0,1
happen delhi metro morningthey ( indec guy ) sing song behav rogu whisper someth ear touch slightlyi want rais voic next station onli,0,0,1
come back home nearbi general store rain heavili not crowd random guy ask umbrella tri snatch fled,1,0,1
go school someon comment indec thing victim also stalk later,1,0,0
colleg road travel km distanc take auto meanwhil two peopl car came close ask address sudden start drag insid car start shout peopl nearbi came peopl ran away,0,0,0
happen metro guy middl age veri annoy,0,0,0
realli bad,0,0,0
touch grope work platform,0,0,1
assult year old girl year old man sunday morn bomaka littl gir sent mother buy bread market way neighbour yrs call girl forc bed child could not even breath faintedit later girl told stori arrest,0,0,0
sexual invit hoot,0,0,0
comment,0,0,0
man click pictur sister thane station,0,0,0
bus conductor comment veri vulgar manner,1,0,1
dure bus travel panvel sion st bus guy rub peni hand ( sit ) busi talk friend took sometim realis happen start shake uncomfort went away,0,0,1
touch comment,1,0,0
bus sister notic guy constant stare us make indec gestur,0,1,0
group friend gone shop one friend group abus stranger,1,0,0
outsid zakir hussain colleg stare talk among otherit happen afternoon around pm,1,1,0
comment,1,1,0
guy continu whistl girl,0,0,0
cross road rain quit heavili man leer long time pass lewd comment gis breath,1,1,0
walk past tea stall whistl,0,0,0
mobil snatch five bangali time around jhangir puri delhithi happen middl block street jahangir purithey surgic instrument hit left hand snatch mobileinspit snatch mobil tri snatch wallet thank allah taala wallet safe due two youngsterwhen came immedi protect run bangali ran away thereapart two youngster nobodi came help therethey watch onli like entertainmenton report fir incid jahangir puri polic station write fir mobil snatch forc made write fir mobil missinginspit happen policemen go investig three daysi not got mobil till three day saw bangali visit fearless mobil snatchedso care jahangir puri wasio,0,0,0
grope man walk past husband,0,0,1
boy continu stare,1,1,0
invit sit car four men,0,1,0
travel metro liter life anoth day got metro group boy also board stood right behind could hear make comment vulgar sign finger look made realli uncomfort rais voic onli manhandl one luckili anoth guy help brush enough,1,1,1
five men sit group start take pictur,0,0,0
night guy actual tri show isyetail,0,0,1
person tri touch privat part,0,0,1
ladi walk makina wear short dress men start mock without even sympathi say walk nake tather thatn wear short dress show peopl thing,1,0,0
catcal ogl dure night,0,1,0
doe not feel station,0,0,1
face almost everyday whenev go nani place,1,0,0
walk street one day saw group boy one made attempt tri talk relationship refus tri forc thank god cri help,0,0,1
male intox femal took cloth proceed assault graduat student not america target younger femal,0,0,0
walk even guy car group start shout whistl,1,0,0
took taxi borivali station east thane reach ask night fare even day time ask rs toll although paid toll use name avoid toll import gave note quick exchang one rs note said onli provid inr read incid mani time knew fraud check found claim correct intervent secur guard taxi driver went away bad note taxi number maruti van,0,0,0
indec exposur,1,0,0
night auto rikshaw driver comment,1,0,0
guy stear sing wierd song,0,1,0
boy stand orner start tell bad thing dress appear,1,0,0
harass morn,0,1,0
get train station man taken crowd advantag touch although turn around make,0,0,1
ill treat,1,1,0
group girl ran away thi realiz follow men bad intent becaus call whistl,0,0,0
friend harass three time jnu,0,0,1
group guy comment friend near chadnichowk even,1,0,0
group pupil go home school met man nake corner tri call ran away,0,0,0
man pull woman build touch wrong place,0,0,1
way home boy teas pass comment,1,0,0
neighbour sent girl age buy milk way back man caught hand told go curtain girl shout man left ran neighbour hous told stori stori catch fire man disappear,0,0,0
dure even hour around pm thought slut guy came ask charg abus,1,1,0
guy misbehav,1,0,0
lone road,0,0,0
walk toward bandra gymkhana mont park road th august ( independ day ) around pm grope biker rode grab butt look back smirk rode past walk road footpath uneven could not get licens plate light veri dim frequent event road alm alreadi ask better light bmc not cooper,0,1,1
night walk alon highwayon gang bad boy start teas meto honest shortsi scare even get courag look face ran start follow amp sudden enter someon hous amp thought hous return back way,0,1,0
mani kind harass face everyday life local boy pass comment face dress realli piss,1,0,0
sat felt hand bodi,0,0,1
go schoola group boy comment methey tri collid ran away,1,0,1
boy like stare school girl alway comment look sometim say school girl cute boob good behind,1,0,0
group boy whistl said veri bad word,1,0,0
roadsid vendor peopl present market behav veri indec way,0,1,1
poor light street,0,0,0
metro station much rush girl help boy touch privat part,0,0,1
guy tri touch privat part friend near hous vika puri,0,0,1
doe not feel safe becaus crowd station train lot touch push,0,0,1
accost ask give money theytri grab wallet resist bogus policemen ( ) show took culprit away,0,0,0
head home stranger spank pass not done anyth wrong felt bad couldnt anyth,0,0,1
wistl streettri diss streetclick picturestri hold hand,1,1,1
selfexplanatori,1,0,0
inappropri touch public transport like metro,1,1,1
pass railwi line came acroo two menon lick ice cream ask ice one comment good would look ice cream,1,0,0
go toilet complex stare men stand strip eye not first time happen happen almost alway dread time day,1,1,0
group men brought two high school girl hous rape themsh tri scream beaten,0,0,0
two guy follow car kept comment,1,1,0
girl rape cousin came visit hous,0,0,0
friend call saturday come hous watch porn parent not around,0,1,0
go home guy start show part afternoon,0,0,0
random fb sexual request comment cat call lane,1,1,0
walk roada man suspici alway around metil cross roadh came closer befor could say anyth screamedh disappear,0,1,0
chatpat vendor rape four year old girl,0,0,0
follow ask kiss happen even last day,0,0,1
ladi shop purs hand taken away two men bike,0,0,0
market tot mall,1,0,0
follow n touch boy,0,0,1
wait someon outsid restaur boy came kept ask thing stare,1,0,1
masturb public,0,0,0
man follow friend return colleg,0,0,0
month ago one girl walk strret boudha n guy whistl girl n feel veri uncomfortbl ran fast frm thre,0,0,0
two individu ask direct jaynagar explain rout saw shadow behind turn struck face hit back realis larg knife decid run scream help arm outnumb manag scare littl scream loud sustain injuri head face,0,0,0
catcal whistl chain snatch amp comment punjabi bagh,1,0,0
one day woman whistl abus stupid want beat shout help,0,0,0
walk home alon work todayand guy look day older year wink lecher say sure thought mostseduct voic kahaan ja rahi ho chamiya shock offend also bit amus justpostpubesc boy nerv blatant jerklik,1,0,0
catcal delhi metro dure even,0,0,0
girl wa chase follow sever boy around legion maria church area way shop around pm,0,0,0
come back tuition guy start follow walk fast reach home,0,0,0
realli terribl,1,0,0
man forc press n woman breast crowd bus,0,0,1
wait taxi outsid lilavati hospit around pm friday even man motorcycl slow front grope breast harsh drove away befor could push downsimilar incid reappear friend anoth weekday around pm area motorcyclistso pleas map inform women n girl travel area vigil,0,0,1
boy seat carwash made funni face whistl comment pass,1,1,0
man pee bridg daylight view everyon,0,0,0
touching/grop even,0,0,1
night wallet stolen,0,0,0
walk alon guy show peni drive ( scooti ),0,0,0
dure holi season go school boy intent hit quotlollasquot know ballon fill water due soak,0,0,0
travel bus picnic saw one girl sit infront side girl one boy sit boy first comment girl tri touch girl veri scare donot went home fast stop bus go,1,0,1
survey carri safec ( red dot foundat ) along safeti audit street market mumbai,1,1,1
harass,1,0,0
woman child went file miss complaint cell phone polic inspector tri assault insult look wrong way gave statement like quotb safe world good anyth happen etcquot give idea could even gestur made uncomfortablethi happen kapurbawdi polic station thane,1,1,0
pedicab cyclist harass companion sleazi ingat po mam balik po kayo,1,0,0
driver sit pavement made pass ladi intern,1,0,0
whenev stand bus stop guy come touch noth,0,0,1
misbehav,1,0,0
ogl comment,1,1,0
friend return home colleg scooti microbus came speed conductor driver whistl comment us,1,0,0
thane realli busi station henc staircas alway pack peopl come go one day get catch train random guy tri touch hip object immedi,0,0,1
teas street return pg even,1,1,0
friend mine travel metro stalk boy,1,1,0
comment,1,1,0
biker troubl woman goo work especi near metro station,1,0,0
friend went fun african shrine guy start touch harass us ran outsid follow sexual assault rape nobodi could assist us never went,0,0,0
happen know girlfriend molest sulthanpalya ( atmananda coloni ) local idiot head back groceri shop becaus alon idiot taken advantag fell drainag got bruis even though idiot educ happen ( ( believ help improv indianaresh,1,0,1
chain snatch front aunt hous,0,0,0
one guy alway jamal use whistl teas us tri follow us well,1,0,0
walk stair senior colleg comment tri touch privat partstook place afternoon,1,0,1
whistl girl ( afternoon ) pass,1,0,0
follow comment,1,1,0
girl stuck even broken car guy approach pretend help happen worst nightmar girl could see,0,0,1
survey carri safec ( red dot foundat ) along safec audit street market mumbai,1,1,0
harass,1,0,1
go tution boy comment,1,0,0
teacher inform school kibera insert finger girl privat part happen time said charact,0,0,1
travel bus old man sat next touch sensibl part scold drop bus,0,0,1
group peopl whistl friend,0,1,0
go catch colleg bus morn hour park small shortcut main road decid take sudden man pee far distanc start approach toward speed avoid sudden start pass comment ask sex strang alway made sure compani cross park,1,0,0
night guy touch nad start shout ran away,0,0,1
dure even hour two guy stop car start comment vulgar way ask lift etc,1,1,0
group boy commentinghappen dure afternoon,1,0,0
nagarjuna school ground near tent hous vanasthalipuram hyderabad,1,0,0
proper light,0,0,0
travel metro head colleg guy next tri come closer even gave indec look,0,0,1
bodaboda guy station near ushirika clinic call ladi refus use bodaboda start tell boast alreadi given herselv men hood,1,0,0
ogl grope,0,1,1
verbal abus indec languag behavior,1,0,0
friend come back school night group guy came harass sexual,0,0,0
follow could onli leav hous someon accompani,0,0,0
